tag_id,tag_name,tag_description
194,Classic Tsundere Heroine,"One or more of the heroine is a classic Tsundere (as they were defined before the anime ""mainstream"" assimilated it).\n\nStarts tsuntsun (cranky, violent and possibly violent) towards the protagonist (and possibly everyone else), due to some reason or another, and over the course of the game falls in love with him/turns deredere (lovestruck) .\n\nWhile tsuntsun and deredere might conflict, this phase will be over after a short while and progress into straight deredere.\n\nCompare with Coodere. Do not confuse with Modern Tsundere."
195,Deredere Heroine,One of the heroines is deredere - she is utterly lovestruck with the protagonist essentially from the moment she meets him.\n\nExpect lots of blushing at even the most innocent remarks.
196,Sickly Heroine,One of the heroines of this game has a sickness that takes an important role in the story.
197,Student Council,"The [url=http://en.wikipedia.org/wiki/Student_government]student government[/url] plays an important part in this story.\n\nA student government is a student organization present in many colleges, universities and has started to appear in some high schools. In higher education, the student union is often accorded its own building on the campus, dedicated to social and organizational activities of the student body."
198,Otaku Protagonist,The protagonist is an anime/manga/video game otaku.
199,Sports,Sports are an important element of these games.
200,Combat with Claws,"Vampires, werewolves or humans shapechanging their hands to claws to fight"
201,Protagonist's Childhood Friend as a Heroine,One or more of the heroines is a [url=http://en.wikipedia.org/wiki/Childhood_friend]childhood friend[/url] of the protagonist. (Forgotten) marriage promise optional but common.
202,Fictional Beings,This visual novel contains creatures and/or beings not found in the real world.
203,Nameable Protagonist,You can set the name of the protagonist of this game.\n\nThere may or may not be additional voice acting if you use the default name.
204,Werewolf,"One or more characters of this game are [url=http://en.wikipedia.org/wiki/Werewolf]werewolves[/url].\n\nA werewolf, also known as a lycanthrope, is a mythological or folkloric human with the ability to shapeshift into an anthropomorphic wolf-like creature, either purposely, by being bitten by another werewolf, or after being placed under a curse."
205,Mummy,"In fiction mummies are undead creatures whose corpses has been mummified and animated.\n\nFor more information on real life mummies and the process of mummification, read the related [url=https://en.wikipedia.org/wiki/Mummy]Wikipedia[/url] article."
206,Golem,This game includes [url=http://en.wikipedia.org/wiki/Golem]golems[/url].
207,Attempted Rape,"This game has one or more scenes of attempts of rape.\n\nWhich either fails by story default, or by choosing the right option.\n\nThis tag is intended to mark games that you can avoid rape beyond the attempt."
208,Spontaneous Sex Scenes,Some or all of the sex scenes in this game are just there with little connection to the story. They happen spontaneously with weakest excuses you can ever imagine.
209,Monster Hunter Heroine,At least one of the heroines is a [url=http://en.wikipedia.org/wiki/Monster]monster[/url] hunter.
210,Vampire Hunter Heroine,At least one of the heroines is a [url=http://en.wikipedia.org/wiki/Vampire]vampire[/url] hunter.
211,Demon Heroine,At least one heroine is a (western type) [url=http://en.wikipedia.org/wiki/Demon]demon[/url].
212,Half-demon Heroine,This type of heroine is the child of a [url=http://en.wikipedia.org/wiki/Demon]demon[/url] and a human or something similar.
213,Heroine with Demon Blood,"This type of heroine starts as a regular human but later on gets demon blood mixed with her own, ultimately granting her superhuman qualities and powers."
214,Nukige,"This visual novel is focused on the erotic content, the storyline and characterization (if any) play a secondary role, and only provide setting for the sex-scenes. Plot serves the sex-scenes, not the other way round."
215,Family,A family environment plays an important role in this story. It can be protagonist's own family or one of the heroine's. Expect lots of talks over dinning tables and parents giving advices. One alternative can also be characters talking about the importance of a warm family environment all the time in the absence of parent figures.
216,Crime Family,A [url=http://en.wikipedia.org/wiki/Crime_family]Crime Family[/url] plays an important part in the story.
217,Yakuza,This story has members or themes from traditional [url=http://en.wikipedia.org/wiki/Yakuza]yakuza[/url].
218,Traditionalist Family,This game has a big traditionalist family with some elders pressuring the protag or heroines to do things for the good of the family.
219,Sexual Slavery,"Sexual slavery is a process wherein someone 'forces' by varied means someone else to engage into sexual activity of some sort.\n\nThe mentioned 'force' could be outright force/coercion or be part of an agreement between a dominant and a submissive.\nThe means are varied and numerous, some not exhaustive means are blackmailing, hypnotism, mind breaking and sexual violence or some form of consensual slave contract.\n\nThere are two distinct forms of sexual slavery:\n1. A [url=http://en.wikipedia.org/wiki/Sexual_slavery]non-consensual one[/url], an act of performing non-voluntary sexual activity due to coercion.\n2. A [url=http://en.wikipedia.org/wiki/Sexual_slavery_%28BDSM%29]consensual one[/url], usually in some form of a dominant person owning a submissive person as property.\n\nIn the environment of visual novels, mainly nukige there has to be postulated a third form of sexual slavery:\n3. A semi-(non-)consensual one, wherein the 'submissive' has first to be persuaded by the dominant person by means usually regarded as a criminal act in real life. The Japanese subculture has defined the word 調教 [choukyou] for this, which literally means ‘to teach an animal to do something or to behave correctly’.\n\nNote: Please use the child tags of this tag when applicable."
220,Bondage,This game features scenes of [url=http://en.wikipedia.org/wiki/Bondage_%28sexual%29]sexual bondage[/url].
221,Modern Day Japan,"These games take place in Modern Day [url=http://en.wikipedia.org/wiki/Japan]Japan[/url].\nNote: ""Modern day"" refers to an unspecified time period between the late 20th century and today."
222,Fictional Modern Day Japanese Town,"This visual novel is set in a fictional town within contemporary Japan.\nNote: ""Modern day"" refers to an unspecified time period between the late 20th century and today."
223,Religious Organization,A [url=http://en.wikipedia.org/wiki/Religious_organization]religious organization[/url] plays an important role in this story.
224,Christian Church,The games story has the [url=http://en.wikipedia.org/wiki/Christian_Church]Christian Church[/url] taking an active role in it.\n\nOr a similar imaginary organization/subdivision of the Christian Church is used as a part of the story.
225,Mages Association,"Game has an organization of magic users, however they are called in the game; sorcerers, wizards, magus, magi... Most of the time in modern settings these associations are hidden out of sight, but its not a requirement for this tag."
226,Protagonist's Sister as a Heroine,"One of this games heroines is protagonist's [url=http://en.wikipedia.org/wiki/Sister]sister[/url]. Younger, older or twin doesn't really matter."
227,Protagonist's Blood-related Sister as a Heroine,One of this game's heroines is protagonist's blood related [url=http://en.wikipedia.org/wiki/Sister]sister[/url].
