trait_id,trait_name,trait_alias,description
107,Hotblooded,Hot-blooded\nHot-tempered,"This character is hotblooded.\n\nHotblooded characters feel extremely passionate about something, for example justice, love or protecting someone. This passion is to such a degree that nothing can stop the hotblooded character from reaching it, not the laws of physics nor death.\n\nThey usually appear in stories in the form of heroes or villains that refuse to stop or die no matter what, unless their will is broken."
108,Amber,Copper\nGolden\nYellow\nOrange,"This character has [url=http://en.wikipedia.org/wiki/Eye_colors#Amber]amber eyes[/url].\n\nAmber eyes are of a solid color and have a strong yellowish/golden and russet/coppery tint. It is a very rare eye color and also known as ‘wolf eyes’, since amber eye color is very common in wolves."
109,Black,,"This character has black eye color.\n\nBlack is amongst the rarest eye colors in the world. Most of the people who appear to have black eyes have, infact, extremely dark brown eyes that seem to be black."
110,Blue,,This character has [url=http://en.wikipedia.org/wiki/Eye_colors#Blue]blue eyes[/url].
111,Grey,Gray\nSilver,This character has [url=http://en.wikipedia.org/wiki/Eye_colors#Gray]gray eyes[/url].
112,Green,,This character has [url=http://en.wikipedia.org/wiki/Eye_colors#Green]green eyes[/url].
113,Hazel,,"This character has [url=http://en.wikipedia.org/wiki/Eye_colors#Hazel]hazel eyes[/url].\n\nHazel eyes often appear to shift in color from a light brown to a golden-green. Hazel mostly consists of brown and green. The dominant color in the eye can either be green or light brown/gold. This is how many people mistake hazel eyes to be amber and vice versa. This can sometimes produce a multicolored iris, i.e., an eye that is light brown/amber near the pupil and charcoal or dark green on the outer part of the iris (and vice versa) when observed in sunlight."
114,Violet,Purple,This character has purple eye color.\n\nIt is not a natural eye color in the real world.
115,Red,,"This character has [url=http://en.wikipedia.org/wiki/Eye_colors#Red]red eyes[/url].\n\nRed is probably the rarest eye color amongst the human population of the world. It is mainly seen in case of albinos and is the result of either large quantities of the ""normally scarce"" red areas in the eyes or a small leakage of blood into the iris."
116,Hidden,Unknown Color,"This characters' eyes are hidden, their color or other properties are unknown."
117,White,,"This character has white eye color.\n\nIt can be either of pure white with no iris, or colored pupils with white iris."
118,Kid,Child\nLoli\nShota,"This character has the [url=http://en.wikipedia.org/wiki/Human_physical_appearance]physical appearance[/url] of a [url=http://en.wikipedia.org/wiki/Child]child[/url] of age 12 or lower.\n\nNote that this trait only signifies the physical appearance of this character, and it may not reflect actual age."
119,Young-adult,Young Adult,"This character has the [url=http://en.wikipedia.org/wiki/Human_physical_appearance]physical appearance[/url] of a [url=http://en.wikipedia.org/wiki/young-adult]young-adult[/url] of ages 20 to 39.\n\nNote that this trait only signifies the physical appearance of this character, and it may not reflect actual age."
120,Adult,,"This character has the [url=http://en.wikipedia.org/wiki/Human_physical_appearance]physical appearance[/url] of an [url=http://en.wikipedia.org/wiki/adult]adult[/url] of ages 40 to 65.\n\nNote that this trait only signifies the physical appearance of this character, and it may not reflect actual age."
121,Old,,"This character has the [url=http://en.wikipedia.org/wiki/Human_physical_appearance]physical appearance[/url] of an [url=http://en.wikipedia.org/wiki/Old_age]old person[/url] of ages 66 and higher.\n\nNote that this trait only signifies the physical appearance of this character, and it may not reflect actual age."
122,Muscular,Mesomorphic\nAthletic\nBuff,"This character has a [url=http://en.wikipedia.org/wiki/Mesomorphic]mesomorphic[/url] body type characterized by medium bones, solid torso, low fat levels, wide shoulders with a narrow waist; usually referred to as muscular."
123,Overweight,Fat\nChubby\nObese,"This character has an [url=http://en.wikipedia.org/wiki/Somatotype]endomorphic[/url] body type characterized by increased fat storage, a wide waist and a large bone structure, usually referred to as fat."
124,Giant,Huge,This character is a [url=http://en.wikipedia.org/wiki/Gigantism]giant[/url] compared to regular humans.\n\nOnly use for characters that are beyond being overweight and/or tall by a significant amount.
125,Short,,"This character has a [url=http://en.wikipedia.org/wiki/Human_height]short physical stature[/url].\n\nAs a guideline, we decided to list characters with a height of 1.45m and below as short."
126,Tall,Long Height,"This character has a [url=http://en.wikipedia.org/wiki/Human_height]long physical stature[/url].\n\nAs a guideline, we decided to list characters with a height of 1.80m and higher as tall."
127,Olive,Beige\nTan,"This character has an [url=http://en.wikipedia.org/wiki/Olive_skin]olive skin tone[/url].\n\nThis is used to describe a character with a naturally tan-colored skin tone, darker than the typical anime character but not quite brown."
128,Dark,Brown\nBlack,This character has a [url=http://en.wikipedia.org/wiki/Dark_skin#Dark_skin]dark skin tone[/url].
129,Unnatural Skin Tone,,This character has a skin color and/or tone that is not found on humans normally.
130,Tattoo,Ink,"This character has a visible [url=http://en.wikipedia.org/wiki/Tattoo]tattoo[/url].\n\nA tattoo is a marking made by inserting indelible ink into the dermis layer of the skin to change the pigment for decorative or other reasons. Tattoos on humans are a type of decorative body modification, while tattoos on animals are most commonly used for identification or branding."
131,Scar,Wound Mark,"This character has a visible [url=http://en.wikipedia.org/wiki/Scar]scar[/url].\n\nA scar results from the biologic process of wound repair in the skin and other tissues of the body. Thus, scarring is a natural part of the healing process. With the exception of very minor lesions, every wound (e.g. after accident, disease, or surgery) results in some degree of scarring. An exception to this is animals with regeneration, which do not form scars and the tissue will grow back exactly as before."
132,Apron,,This character wears an [url=http://en.wikipedia.org/wiki/Apron]apron[/url].\n\nAn apron is an outer protective garment that covers primarily the front of the body.
133,Catsuit,,"This character wears a [url=http://en.wikipedia.org/wiki/Catsuit]catsuit[/url].\n\nA catsuit is a close-fitting one-piece garment that covers the torso and the legs, and frequently the arms.\n\nCatsuits, which date from at least the 1940s, can be worn by both men and women, and, despite the name, do not generally have feline characteristics."
134,Coat,Overcoat,"This character wears a [url=http://en.wikipedia.org/wiki/Coat_%28clothing%29]coat[/url].\n\nA coat is a long garment worn by both men and women, for warmth or fashion. Coats typically have long sleeves and open down the front, closing by means of buttons, zippers, hook-and-loop fasteners, toggles, a belt, or a combination of these. Other possible ornaments include collars and shoulder straps."
135,Rain Coat,Rain Jacket,This character wears a [url=http://en.wikipedia.org/wiki/Raincoat]rain coat[/url].\n\nA raincoat is a waterproof or water-resistant coat worn to protect the body from rain. The term rain jacket is sometimes used to refer to raincoats that are waist length. A rain jacket may be combined with a pair of rain pants to make a rain suit.
136,Trench Coat,Trenchcoat,"This character wears a [url=http://en.wikipedia.org/wiki/Trenchcoat]trench coat[/url].\n\nA trench coat or trenchcoat is a raincoat made of waterproof heavy-duty cotton drill or poplin, wool gabardine, or leather. It generally has a removable insulated lining; and it is usually knee-length."
137,Dress,Frock\nGown,This character wears a [url=http://en.wikipedia.org/wiki/Dress]dress[/url].\n\nA dress is a garment consisting of a skirt with an attached bodice (or a matching bodice giving the effect of a one-piece garment).
138,Mini-dress,Mini Dress\nMinidress,"This character wears a mini-dress.\n\nA mini-dress is a very short dress, at least 10 cm above the knee."
139,Robe,,This character wears a [url=http://en.wikipedia.org/wiki/Robe]robe[/url].\nA robe is a loose-fitting outer garment. A robe is distinguished from a cape or cloak by the fact that it usually has sleeves.
140,Keikogi,Dougi\nTraditional Japanese Training Uniform\nKendo Uniform\nJudo Uniform,"This character wears a [url=http://en.wikipedia.org/wiki/Keikogi]keikogi[/url].\n\nKeikogi is a uniform for training, used in martial arts derived from Japan, or budou. The top part of the keikogi is called the uwagi. The pants of the keikogi are called zubon, which is the Japanese word for pants or trousers."
